identity/LineItemId,identity/TimeInterval,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,bill/BillingEntity,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,pricing/unit,pricing/publicOnDemandRate,pricing/publicOnDemandCost,product/ProductName,product/instanceType,product/vcpu,product/memory,product/operatingSystem,product/region,product/servicecode,resourceMetrics/cpuUtilizationPct,resourceMetrics/memoryUtilizationPct,resourceMetrics/diskUtilizationPct,resourceMetrics/idleHours,resourceMetrics/lastActivityAt,resourceTags/user:Team,resourceTags/user:Environment,resourceTags/user:CostCenter,reservation/ReservationARN,reservation/EffectiveCost,reservation/RecurringFeeForUsage,reservation/AmortizedUpfrontCostForUsage,reservation/UnusedQuantity,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedRecurringFee,savingsPlan/SavingsPlanARN,savingsPlan/SavingsPlanEffectiveCost,savingsPlan/SavingsPlanRate,savingsPlan/UsedCommitment,savingsPlan/TotalCommitmentToDate,savingsPlan/RecurringCommitmentForBillingPeriod
79bf4a63728042b3878b40a737fe383e,2026-04-01T00:00:00Z/2026-04-01T01:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-01T00:00:00Z,2026-04-01T01:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.023076,0.023076,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,56.19,65.52,38.1,12,2026-03-30T07:31:13Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.023076,0.019615,0.003461,,,,,,,,,
17d267ad102b4408a587ca0775357b37,2026-04-01T10:00:00Z/2026-04-01T11:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-01T10:00:00Z,2026-04-01T11:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.026478,0.026478,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,47.36,42.45,36.16,25,2026-03-31T02:08:00Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.026478,0.022506,0.003972,,,,,,,,,
c61463d51cd5462abd6fe7a2978ae106,2026-04-01T20:00:00Z/2026-04-01T21:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-01T20:00:00Z,2026-04-01T21:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.02735,0.02735,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,41.9,49.39,38.2,20,2026-03-30T14:32:30Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.02735,0.023247,0.004102,,,,,,,,,
d6d7d42a6f1b4ef2a0bb98757d510c05,2026-04-02T06:00:00Z/2026-04-02T07:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-02T06:00:00Z,2026-04-02T07:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.027191,0.027191,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,38.44,41.17,30.33,6,2026-04-02T04:21:56Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.027191,0.023112,0.004079,,,,,,,,,
2bebf31f08694e2f802ea1bb1a1a671f,2026-04-02T16:00:00Z/2026-04-02T17:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-02T16:00:00Z,2026-04-02T17:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.02827,0.02827,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,42.69,43.52,27.79,12,2026-03-31T13:35:34Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.02827,0.024029,0.00424,,,,,,,,,
2025f16fc2234dadaf03dc48df146992,2026-04-03T02:00:00Z/2026-04-03T03:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-03T02:00:00Z,2026-04-03T03:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.024752,0.024752,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,39.57,53.61,39.47,13,2026-03-31T13:47:04Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.024752,0.021039,0.003713,,,,,,,,,
d67844058f534d708b532ac116fa5ae9,2026-04-03T12:00:00Z/2026-04-03T13:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-03T12:00:00Z,2026-04-03T13:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.023266,0.023266,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,38.96,52.6,45.16,6,2026-04-02T14:59:07Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.023266,0.019776,0.00349,,,,,,,,,
46074588c76a43758555047ad9822077,2026-04-03T22:00:00Z/2026-04-03T23:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-03T22:00:00Z,2026-04-03T23:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.023457,0.023457,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,34.82,48.08,31.95,17,2026-04-02T22:49:09Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.023457,0.019938,0.003519,,,,,,,,,
dc8b7b328297442fa4450a6bc065d895,2026-04-04T08:00:00Z/2026-04-04T09:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-04T08:00:00Z,2026-04-04T09:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.025474,0.025474,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,36.81,42.86,48.08,12,2026-04-03T09:44:31Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.025474,0.021653,0.003821,,,,,,,,,
e55b7678231a418aaca12231e1b79d7d,2026-04-04T18:00:00Z/2026-04-04T19:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-04T18:00:00Z,2026-04-04T19:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.02588,0.02588,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,48.62,49.43,49.82,1,2026-04-02T12:48:17Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.02588,0.021998,0.003882,,,,,,,,,
358ed3cb6ff747328db50f78686c7c62,2026-04-05T04:00:00Z/2026-04-05T05:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-05T04:00:00Z,2026-04-05T05:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.027413,0.027413,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,41.88,63.68,34.45,8,2026-04-02T18:55:50Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.027413,0.023301,0.004112,,,,,,,,,
0bf4523bb0f042fcb99ad06df6c2e3b9,2026-04-05T14:00:00Z/2026-04-05T15:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-05T14:00:00Z,2026-04-05T15:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.025674,0.025674,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,53.25,48.13,36.88,12,2026-04-04T23:05:23Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.025674,0.021823,0.003851,,,,,,,,,
69d28c67731f43d099f36bcfdcfa078a,2026-04-06T00:00:00Z/2026-04-06T01:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-06T00:00:00Z,2026-04-06T01:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.024991,0.024991,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,47.34,50.54,30.92,20,2026-04-05T05:32:43Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.024991,0.021242,0.003749,,,,,,,,,
0c74224ae1e744ed9605ccde18f717c2,2026-04-06T10:00:00Z/2026-04-06T11:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-06T10:00:00Z,2026-04-06T11:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.029062,0.029062,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,43.73,54.07,27.78,22,2026-04-04T14:49:25Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.029062,0.024703,0.004359,,,,,,,,,
41fc6f22b14a44a78fbbef40421f97d2,2026-04-06T20:00:00Z/2026-04-06T21:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-06T20:00:00Z,2026-04-06T21:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.02458,0.02458,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,45.22,60.06,39.62,20,2026-04-06T04:50:19Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.02458,0.020893,0.003687,,,,,,,,,
57f7b307695041daa49927f71bf3bd90,2026-04-07T06:00:00Z/2026-04-07T07:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-07T06:00:00Z,2026-04-07T07:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.023164,0.023164,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,32.88,53.72,27.73,15,2026-04-06T08:56:51Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.023164,0.019689,0.003475,,,,,,,,,
7b3f6d654a084d30add7cd4c338db9e6,2026-04-07T16:00:00Z/2026-04-07T17:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-07T16:00:00Z,2026-04-07T17:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.023108,0.023108,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,46.46,57.06,37.99,3,2026-04-06T01:37:32Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.023108,0.019642,0.003466,,,,,,,,,
c316bb4f04e44e51abce3e0a51062d0c,2026-04-08T02:00:00Z/2026-04-08T03:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-08T02:00:00Z,2026-04-08T03:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.026417,0.026417,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,47.76,39.59,31.06,22,2026-04-06T11:11:19Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.026417,0.022454,0.003963,,,,,,,,,
850db2b5fefe43859310a859dba99b95,2026-04-08T12:00:00Z/2026-04-08T13:00:00Z,112233445566,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,AWS,112233445566,DiscountedUsage,2026-04-08T12:00:00Z,2026-04-08T13:00:00Z,AmazonEC2,USEA-BoxUsage:t3.medium,RunInstances,us-east-1b,i-0c91dd64941524cf0,1.0,2.0,2.0,0.0,0.0,0.028135,0.028135,Hrs,0.0416,0.0416,Amazon Elastic Compute Cloud,t3.medium,2,4 GiB,Linux,us-east-1,AmazonEC2,55.53,61.91,48.85,9,2026-04-06T07:38:43Z,platform,prod,CC100,arn:aws:ec2:us-east-1:112233445566:reserved-instances/25099200-a379-4d33-9f23-cba8fdbed970,0.028135,0.023915,0.00422,,,,,,,,,
